DepMap_ID,stripped_cell_line_name,CCLE_Name,sex,primary_disease,Subtype,lineage.x,lineage_subtype,lineage_sub_subtype,lineage.y,1st_rank_DEG,2nd_rank_DEG,3rd_rank_DEG,4th_rank_DEG,5th_rank_DEG,6th_rank_DEG,7th_rank_DEG,8th_rank_DEG,9th_rank_DEG,10th_rank_DEG
ACH-000718,NCIH2291,NCIH2291_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,XAGE1B,KRT7,XAGE1A,NEFH,HOPX,CEACAM6,PLAU,AREG,FAM83A,KRT19
ACH-000719,RMGI,RMGI_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, clear cell",ovary,ovary_adenocarcinoma,clear_cell,ovary,IGFBP1,MMP7,RBP4,RXFP1,AREG,SPP1,LCN2,TFPI2,SLC34A2,CLDN10
ACH-000720,TCCSUP,TCCSUP_URINARY_TRACT,Female,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,SPANXB1,SPANXA2,CD36,SPANXA1,KRT81,PAGE5,COL1A2,PTX3,VCAM1,LUM
ACH-000721,HMC18,HMC18_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,NTS,SERPINA3,CALB1,CD8B2,FAM9C,SCG2,SPP1,PMP22,CHRNA9,OSM
ACH-000722,SNUC1,SNUC1_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,FABP1,PHGR1,LGALS4,CEACAM5,GPX2,GPA33,PPP1R1B,TSPAN8,SPINK4,DPEP1
ACH-000723,YD10B,YD10B_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",upper_aerodigestive,upper_aerodigestive_squamous,tongue,upper_aerodigestive,KRT14,KRT5,KRT6A,KRT17,PTHLH,FGFBP1,COL17A1,FAT2,KRT16,MMP10
ACH-000724,HT1376,HT1376_URINARY_TRACT,Female,Bladder Cancer,Carcinoma,urinary_tract,bladder_carcinoma,,urinary_tract,KRT14,TNNT3,UPK1B,S100A7,PAGE2,GAGE2E,XAGE1B,SYT8,ADIRF,KRT1
ACH-000725,HCC202,HCC202_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERneg_HER2pos,breast,CALML5,PIP,SPDEF,SPTSSB,CLDN3,EPN3,MGP,MUC6,ERBB2,IGFBP5
ACH-000726,TE14,TE14_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,AKR1C2,KRT5,ALDH3A1,KRT13,KRT6A,AKR1C1,LY6D,CES1,AKR1C3,KRT4
ACH-000728,KASUMI2,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,DNTT,TCL1A,IGLL1,VPREB1,IRAG2,VPREB3,WNT16,CD19,LAT2,LCN6
ACH-000729,NCIH1963,NCIH1963_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,COL9A2,MYCL,BEX1,TAGLN3,ASCL1,FXYD6,KIF1A,SOX1,INSM1,DPYSL5
ACH-000730,SKMEL5,SKMEL5_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,TYR,DCT,MLANA,TYRP1,S100B,VGF,MIA,QPCT,CAPN3
ACH-000731,HCC2279,HCC2279_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,XAGE1B,CST1,CST2,ANKRD1,CEMIP,FBXO32,LY6K,TIMP3,LAYN,AXL
ACH-000732,PECAPJ41CLONED2,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,Female,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,KRT5,KRT14,KRT17,COL17A1,KRT6A,CST6,S100A9,S100A2,FOLR3,CDH3
ACH-000733,NCIH1838,NCIH1838_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,XAGE1B,XAGE1A,LAMC2,AREG,CRABP2,LAMB3,WFDC2,FCRL5,KRT7,CST7
ACH-000734,JHH5,JHH5_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,APOA2,ALB,AHSG,FABP1,AKR1B10,TF,ORM1,SERPINA1,AMBP,AFP
ACH-000735,PECAPJ49,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,LCN2,KRT14,KRT5,KRT17,KLK5,KRT6A,SAA1,S100A2,S100A7,IL1B
ACH-000736,SNU601,SNU601_STOMACH,Male,Gastric Cancer,"Adenocarcinoma, signet ring cell",gastric,gastric_adenocarcinoma,signet_ring_cell,gastric,LYZ,CEACAM6,TSPAN8,CTSE,REG4,LGALS4,CLDN18,KLK10,DHRS2,SPINK1
ACH-000737,NCIH1385,NCIH1385_LUNG,Female,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,CALCA,VGF,FGF19,CEACAM5,CGA,NEFM,CPLX2,MAB21L4,SCG2,GRP
ACH-000738,GB1,GB1_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,MFAP5,BEX1,COL11A1,KRT81,SCUBE3,SOX3,FLG,EFEMP1,GAP43,DKK1
ACH-000739,HEPG2,HEPG2_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,ALB,APOA2,TF,AHSG,APOA1,AFP,APOH,GPC3,APOB,SERPINA1
ACH-000740,A253,A253_SALIVARY_GLAND,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, salivary gland",upper_aerodigestive,upper_aerodigestive_squamous,salivary_gland,upper_aerodigestive,KRT14,KRT5,KRT6A,LGALS7B,PADI3,KRT17,AQP3,LY6D,MAGEA4,SPRR1B
ACH-000741,UBLC1,UBLC1_URINARY_TRACT,Female,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,PRSS2,C6orf15,KRT81,PAGE2B,PAGE5,KLK6,SPANXA2,EGFR,TACSTD2,EPCAM
ACH-000742,DM3,DM3_FIBROBLAST,Male,Fibroblast,Lung,fibroblast,fibroblast_lung,,fibroblast,DCN,COL1A2,HSPB6,THY1,SFRP1,TAGLN,GREM1,SERPINE1,HSPB7,HAS2
ACH-000743,CORL95,CORL95_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,GRP,PRSS2,NPPA,ASCL1,CEACAM5,DLK1,MS4A8,TMEM176A,CGA,SCGN
ACH-000744,NCIH1623,NCIH1623_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,CES1,CPS1,DIO2,INHA,S100P,UGT1A6,AKR1B10,XAGE1B,ALPP,ABCA4
ACH-000746,GSS,GSS_STOMACH,Male,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,DEFA5,FGF19,CPLX2,IGF2,CES1,GJB1,NOTUM,CTAG2,KRT40,FGF20
ACH-000747,NCIH1703,NCIH1703_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,MAGEA4,PDGFRA,MAGEA1,CT45A1,INA,PADI2,SUN3,CTAG1B,RPS4Y1,COL5A2
ACH-000748,SJSA1,SJSA1_BONE,Male,Bone Cancer,Osteosarcoma,bone,osteosarcoma,,bone,CD248,COL1A2,GLI1,ALPL,COL1A1,COL11A1,ACTG2,LUM,COL3A1,ACTA2
ACH-000749,DMS273,DMS273_LUNG,Female,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,PPP1R17,NEUROD1,KCNQ2,MYCL,HEPACAM2,FOXO6,BEX1,SLC38A5,NEFM,RGS16
ACH-000750,LOXIMVI,LOXIMVI_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,KRT34,KISS1,ESM1,IL1B,TMPRSS15,SPANXA2,IL1A,NETO1,IL13RA2,CSF3
ACH-000751,OCIM1,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Unknown,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",blood,AML,M6,blood,HBG2,HBG1,APOC1,HBA1,MS4A3,GYPB,PRG2,APOE,RHAG,CA1
ACH-000752,NCIH196,NCIH196_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,ACTC1,COL1A2,ACTA2,BGN,ACTG2,COL1A1,LUM,CNN1,SSX1,IFI27
ACH-000753,JMSU1,JMSU1_URINARY_TRACT,Male,Bladder Cancer,Carcinoma,urinary_tract,bladder_carcinoma,,urinary_tract,PNMA5,THBS2,GPAT2,LY6K,SRGN,CLDN11,CTAG2,IL13RA2,SFRP1,MAGEA10
ACH-000754,L428,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,"B-cell, Hodgkins",lymphocyte,hodgkin_lymphoma,,lymphocyte,CCL17,TUBA3C,FRG2B,HLA-DRA,LSP1,FRG2C,HLA-DQA1,MYBPC2,CT45A1,HLA-DPA1
ACH-000755,HCC2218,HCC2218_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERneg_HER2pos,breast,TFF1,CALML5,PIP,AGR2,FXYD3,TFF3,GP2,S100A14,EDARADD,CEACAM6
ACH-000756,GI1,GI1_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,COL3A1,COL1A2,COL6A3,CRABP2,UTS2,RPS4Y1,MMP2,OLFML3,COL1A1,APCDD1L
ACH-000757,A427,A427_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,GCG,ALDH1A1,GPR15,AREG,MAGEA4,SERPINB2,TFPI,BCHE,PDK4,BIRC3
ACH-000758,MKN74,MKN74_STOMACH,Male,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,KRT81,OLR1,VGLL1,TRIML2,RSAD2,IFIT2,KRT23,TMEM40,SLC2A3,IL36RN
ACH-000759,MDAMB175VII,MDAMB175VII_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERpos_HER2neg,breast,BPIFB1,TFF1,PSCA,TFF3,CLEC3A,S100A9,CEACAM5,KRT81,UPK3A,SPTSSB
ACH-000760,LNZ308,LNZ308_CENTRAL_NERVOUS_SYSTEM,Unknown,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,SOSTDC1,TNNC1,IL17B,KRT17,ENPP2,CPZ,GLI1,COL11A1,SOX18,SCUBE3
ACH-000761,NUGC2,NUGC2_STOMACH,Female,Gastric Cancer,Adenocarcinoma,gastric,gastric_adenocarcinoma,,gastric,KRT13,KRT5,KRT17,ANXA8L1,COL17A1,IFI27,FXYD3,TNNT3,KRT7,GTSF1
ACH-000762,YD38,YD38_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,IL1A,KRT5,KRT14,SERPINB2,IL1B,KRT17,SAA1,KRT6A,PADI3,F3
ACH-000764,SH10TC,SH10TC_STOMACH,Unknown,Gastric Cancer,"Adenocarcinoma, mucinous",gastric,gastric_adenocarcinoma,mucinous,gastric,VCX3B,MAGEA4,PNMA5,SSX1,VCX3A,VCX,CTAG2,XAGE1B,MUC13,UGT1A10
ACH-000765,WM983B,WM983B_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,NGFR,SOX10,MIA,PLP1,PMEL,MPZ,DCT,GAS7,SERPINE2
ACH-000766,NCIH1648,NCIH1648_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,MMP7,SCGB1A1,AKR1B10,AKR1C2,KRT6A,C15orf48,UBD,S100A9,LCN2,CXCL1
ACH-000767,NCIH526,NCIH526_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,IRAG2,POU2F3,NEB,BMX,AVIL,MYCN,CRYM,TFF3,C11orf53,ALKAL1
ACH-000768,MDAMB231,MDAMB231_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,XAGE1B,G0S2,XAGE1A,ADGRF5,CST4,CST1,C4BPB,COL13A1,AXL,JCHAIN
ACH-000769,LK2,LK2_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,CXCL14,PENK,ALDH1A1,ALDH3A1,RBP1,MUCL1,NOTUM,FGF19,PTPRO,KCNE3
ACH-000770,P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",blood,AML,M5,blood,CTSG,AZU1,DEFA1,RNASE2,RETN,LYZ,AIF1,ALOX5AP,CLEC5A,CST7
ACH-000771,BICR56,BICR56_UPPER_AERODIGESTIVE_TRACT,Female,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,S100A7,S100A8,S100A9,PI3,SAA2,SAA1,KRT17,KRT14,SERPINA3,KRT16
ACH-000772,TE441T,TE441T_SOFT_TISSUE,Female,Sarcoma,Rhabdomyosarcoma,soft_tissue,rhabdomyosarcoma,,soft_tissue,VGF,SCNN1B,CRH,EBF2,IGF2,NPTX2,SPON2,SHISA3,XCL2,SCARA5
ACH-000773,KIJK,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,lymphocyte,GZMB,SERPINA1,PRF1,NKG7,S100A9,IL2RA,S100A8,PIK3AP1,TNFRSF8,MYO1G
ACH-000774,RERFLCAD2,RERFLCAD2_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,KLK5,KISS1,CLDN6,CST6,CRCT1,SIGLEC6,CGA,C15orf48,LCN2,C3
ACH-000775,NCIH727,NCIH727_LUNG,Female,Lung Cancer,Carcinoid,lung,lung_carcinoid,,lung,CALCA,PRSS2,NTS,SST,IGF2,TFF1,AMBP,CHGA,CHGB,SCG2
ACH-000776,ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Medulloblastoma,central_nervous_system,medulloblastoma,,central_nervous_system,S100A2,KRT5,KRT15,COL9A3,KRT75,TP63,CX3CL1,VGLL2,LEFTY1,TNS4
ACH-000777,KYSE30,KYSE30_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,KRT13,AGR2,PADI3,KRT19,MAGEA4,TACSTD2,CLDN4,ELF3,FOSB,VTCN1
ACH-000778,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,KRT5,KRT14,F3,AREG,IL24,SERPINB2,S100A2,ANXA8L1,COL17A1,IL1A
ACH-000779,PC9,PC9_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,AKR1C2,S100A9,KLK5,VCX3B,CASP14,CEACAM6,MAL,KLK6,AKR1B10,VCX3A
ACH-000780,NCIH1105,NCIH1105_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,ASCL1,INSM1,PCP4,FXYD6,KRT40,TCEAL2,RTN1,BEX1,ISL1,ELAVL3
ACH-000781,NCIH2023,NCIH2023_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,AKR1C2,FGA,FGG,CES1,FGB,AKR1B10,NTS,KRT81,ALDH1A1,AKR1C1
ACH-000782,SEM,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,FLT3,IRAG2,PROM1,ARPP21,TCL1A,CACNA2D4,CD79A,CD19,VAT1L,LAPTM5
ACH-000783,CAMA1,CAMA1_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERpos_HER2neg,breast,FABP7,IGFBP5,CRABP1,SPDEF,S100A14,EFHD1,TFF1,ELAPOR1,FGFR4,MUCL1
ACH-000784,KYSE70,KYSE70_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,CES1,ALDH3A1,KRT5,KRT6A,AKR1C2,AKR1B10,AKR1C1,GPC3,COL17A1,GPX2
ACH-000785,NCIH2126,NCIH2126_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,TFF1,FGA,PSCA,S100P,S100A9,FGG,AGR2,STEAP4,CPE,PTGES
ACH-000786,DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,JCHAIN,IGLL5,MS4A1,CD79B,CD79A,IRAG2,TCL1A,CD22,LTB,HLA-DRA
ACH-000787,LXF289,LXF289_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,KRT17,COL6A3,ACKR3,KISS1,KRT34,MT1G,IL6,MLPH,COL7A1,AKR1C1
ACH-000788,A2058,A2058_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,MMP1,THBS2,S100B,SOX10,TYR,MIA,SPARC,PLP1,IGFBP5,GRAMD1B
ACH-000789,NCIH810,NCIH810_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,INSM1,DDC,CHGA,ASCL1,HEPACAM2,RPS4Y1,SCGN,PAX4,ELAPOR1,CELF3
ACH-000790,SHP77,SHP77_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,CALCA,GRP,ASCL1,FGL1,CGA,DDC,PCSK1,CPLX2,VGF,MAGEA4
ACH-000791,RERFLCAD1,RERFLCAD1_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,NSCLC,NSCLC_adenocarcinoma,lung,SFTPB,SLC34A2,LMO3,XAGE1B,TACSTD2,SFTPA1,FBP1,XAGE1A,KRT7,FN1
ACH-000792,BFTC909,BFTC909_KIDNEY,Male,Kidney Cancer,"Renal Carcinoma, transitional cell",kidney,renal_cell_carcinoma,transitional_cell,kidney,COL1A2,FN1,IGFN1,THY1,COL6A2,G0S2,RCN3,INHBA,MFAP5,COL6A3
ACH-000793,KATOIII,KATOIII_STOMACH,Male,Gastric Cancer,"Adenocarcinoma, signet ring cell",gastric,gastric_adenocarcinoma,signet_ring_cell,gastric,FGFR2,CEACAM5,CEACAM6,TSPAN8,CTSE,UNC93A,LYZ,AGR3,KLK10,AQP5
ACH-000794,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,KRT6A,SAA1,SAA2,S100A9,KRT17,S100A8,LY6D,KRT5,LCN2,DSG3
ACH-000796,MCAS,MCAS_OVARY,Female,Ovarian Cancer,"Cystadenocarcinoma, mucinous",ovary,ovary_adenocarcinoma,mucinous,ovary,C6orf15,PRSS2,CXCL5,KLK10,KLK6,PRSS1,ANKRD1,PADI1,F3,KRT7
ACH-000797,HLFA,HLFA_FIBROBLAST,Female,Fibroblast,Lung,fibroblast,fibroblast_lung,,fibroblast,DCN,COL1A2,IGFBP5,COL6A3,TNFRSF11B,CD248,GREM1,ACTG2,COL1A1,TAGLN
ACH-000798,CL40,CL40_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,LGALS4,CEACAM5,TSPAN8,PHGR1,KRT20,FABP1,PPBP,TFF3,MUC2,CEACAM6
ACH-000799,HS695T,HS695T_SKIN,Male,Skin Cancer,"Melanoma, amelanotic",skin,melanoma,amelanotic,skin,VCY,VCY1B,MIA,S100B,VCX3A,SPARC,VCX2,CADM3,TF,MAGEC2
ACH-000800,NCIH446,NCIH446_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,LY6H,NTS,ELN,NEUROD1,MFAP4,BHLHE22,RGS4,TUBA3C,EPHA3,STMN2
ACH-000801,HS936T,HS936T_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,GAGE1,GAGE2E,TRPM1,PAGE1,GAGE2A,WFDC1,MLANA,SLC45A2,S100B
ACH-000802,BFTC905,BFTC905_URINARY_TRACT,Female,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,S100A9,KRT6A,KRT17,KRT5,AQP3,PI3,IGF2,OASL,S100A2,S100A8
ACH-000803,COLO668,COLO668_LUNG,Female,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,CALCA,TFF3,MYCL,SST,ASCL1,DDC,TMEM176A,TMEM176B,NSG2,AQP12B
ACH-000804,NB1,NB1_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,ALK,MYCN,PHOX2A,ISLR,RGS4,GAL,RET,CHGA,HAND2,GFRA2
ACH-000805,COLO679,COLO679_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,SERPINA3,DCT,MMP1,TYR,S100A1,PLP1,COL9A3,THBS2,COL11A2
ACH-000806,L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,"B-cell, Hodgkins",lymphocyte,hodgkin_lymphoma,,lymphocyte,CCR7,CYTIP,NKG7,TNFRSF8,ALKAL2,GPR15,LSP1,MYO1G,IL2RA,IL10RA
ACH-000807,SNU738,SNU738_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Oligodendroglioma,central_nervous_system,glioma,oligodendroglioma,central_nervous_system,SSX1,XAGE3,XAGE1B,FBLN2,MAGEA4,XAGE1A,SSX2B,IGFBP3,C15orf48,MFAP5
ACH-000808,HUH28,HUH28_BILIARY_TRACT,Female,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",bile_duct,cholangiocarcinoma,intrahepatic,bile_duct,CHI3L1,TAGLN,CTAG2,SPANXD,PTGDS,MYL9,FMR1NB,THY1,CADM3,ITGA11
ACH-000809,KYSE410,KYSE410_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,DIO2,ANXA10,GRB7,KRT7,WFDC2,ERBB2,CALML5,CT45A3,MAGEA4,UGT1A10
ACH-000810,SKMEL30,SKMEL30_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,TYRP1,S100B,SOX10,SLC45A2,MLANA,S100A1,TYR,SLC16A6,A2M
ACH-000811,SKOV3,SKOV3_OVARY,Female,Ovarian Cancer,"Cystadenocarcinoma, endometrioid",ovary,ovary_adenocarcinoma,endometrioid,ovary,PPP1R1B,IDO1,KRT5,IGFN1,CALB1,MFAP5,ERBB2,SPP1,MAL,PTGIS
ACH-000812,COLO783,COLO783_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,TF,DCT,FGL2,S100B,CTAG1B,FMOD,TYR,PLP1,MLANA,PAGE2B
ACH-000813,T3M10,T3M10_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,NSCLC,NSCLC_large_cell,lung,EPGN,ACTL8,SPANXA2,CALB1,IFI27,C3,SLPI,PDZK1IP1,CST6,AKR1C1
ACH-000814,HS939T,HS939T_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,TYR,S100A1,MIA,SOX10,SERPINE2,PLP1,TIMP3,APOD,UCN2
ACH-000815,KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"B-cell, Hodgkins",lymphocyte,hodgkin_lymphoma,,lymphocyte,MAGEA4,HLA-DRA,HLA-DQA1,LSP1,SRGN,SSX2B,PLEK,CCL5,LTA,EBI3
ACH-000816,NCIH524,NCIH524_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,CRABP1,SNTB1,NEUROD1,PPP1R17,OTX2,DLK1,BEX1,INSM1,SEZ6,CHGA
ACH-000818,BT483,BT483_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERpos_HER2neg,breast,TFF1,MGP,NPY1R,TFF3,IGFBP5,SCUBE2,SPTSSB,CRABP2,SPDEF,KRT19
ACH-000819,LN18,LN18_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,IGFBP5,COL6A3,DIO2,BGN,MAGEA1,AKR1C2,THY1,CTAG2,FST,PAGE2
ACH-000820,SW403,SW403_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,DPEP1,CST1,PHGR1,LGALS4,LYZ,GPX2,CDH17,MUC13,HMGCS2,CCL24
ACH-000822,SKMEL24,SKMEL24_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,TF,SERPINA3,MPZ,HLA-DRA,MIA,SERPINE2,LOXL4,HLA-DQA1,HLA-DRB1
ACH-000823,KYSE140,KYSE140_OESOPHAGUS,Male,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,KRT5,CXCL14,KRT6A,KRT14,LGALS7B,KRT17,COL17A1,S100A2,GPC3,GPNMB
ACH-000824,KYSE510,KYSE510_OESOPHAGUS,Female,Esophageal Cancer,Squamous Cell Carcinoma,esophagus,esophagus_squamous,,esophagus,AKR1C2,UGT1A6,KRT15,KRT5,FXYD3,GPX2,LY6D,CSTA,MUC4,ALDH3A1
